api_name,example_name,example_url,usage_type,notes
Scene,webgl_materials_texture_manualmipmap,https://threejs.org/examples/#webgl_materials_texture_manualmipmap,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_texture_manualmipmap,https://threejs.org/examples/#webgl_materials_texture_manualmipmap,primary,PerspectiveCamera view projection
TextGeometry,webgl_materials_texture_manualmipmap,https://threejs.org/examples/#webgl_materials_texture_manualmipmap,secondary,
WebGLRenderer,webgl_materials_texture_partialupdate,https://threejs.org/examples/#webgl_materials_texture_partialupdate,primary,Core rendering infrastructure
Scene,webgl_materials_texture_partialupdate,https://threejs.org/examples/#webgl_materials_texture_partialupdate,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_texture_partialupdate,https://threejs.org/examples/#webgl_materials_texture_partialupdate,primary,PerspectiveCamera view projection
TextGeometry,webgl_materials_texture_partialupdate,https://threejs.org/examples/#webgl_materials_texture_partialupdate,secondary,
WebGLRenderer,webgl_materials_texture_rotation,https://threejs.org/examples/#webgl_materials_texture_rotation,primary,Core rendering infrastructure
Scene,webgl_materials_texture_rotation,https://threejs.org/examples/#webgl_materials_texture_rotation,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_texture_rotation,https://threejs.org/examples/#webgl_materials_texture_rotation,primary,PerspectiveCamera view projection
TextGeometry,webgl_materials_texture_rotation,https://threejs.org/examples/#webgl_materials_texture_rotation,secondary,
WebGLRenderer,webgl_materials_toon,https://threejs.org/examples/#webgl_materials_toon,primary,Core rendering infrastructure
Scene,webgl_materials_toon,https://threejs.org/examples/#webgl_materials_toon,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_toon,https://threejs.org/examples/#webgl_materials_toon,primary,PerspectiveCamera view projection
MeshToonMaterial,webgl_materials_toon,https://threejs.org/examples/#webgl_materials_toon,secondary,MeshToonMaterial shading model
WebGLRenderer,webgl_materials_video,https://threejs.org/examples/#webgl_materials_video,primary,Core rendering infrastructure
Scene,webgl_materials_video,https://threejs.org/examples/#webgl_materials_video,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_video,https://threejs.org/examples/#webgl_materials_video,primary,PerspectiveCamera view projection
VideoTexture,webgl_materials_video,https://threejs.org/examples/#webgl_materials_video,secondary,
WebGLRenderer,webgl_materials_video_webcam,https://threejs.org/examples/#webgl_materials_video_webcam,primary,Core rendering infrastructure
Scene,webgl_materials_video_webcam,https://threejs.org/examples/#webgl_materials_video_webcam,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_video_webcam,https://threejs.org/examples/#webgl_materials_video_webcam,primary,PerspectiveCamera view projection
VideoTexture,webgl_materials_video_webcam,https://threejs.org/examples/#webgl_materials_video_webcam,secondary,
WebGLRenderer,webgl_materials_wireframe,https://threejs.org/examples/#webgl_materials_wireframe,primary,Core rendering infrastructure
Scene,webgl_materials_wireframe,https://threejs.org/examples/#webgl_materials_wireframe,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_wireframe,https://threejs.org/examples/#webgl_materials_wireframe,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_pmrem_cubemap,https://threejs.org/examples/#webgl_pmrem_cubemap,primary,Core rendering infrastructure
Scene,webgl_pmrem_cubemap,https://threejs.org/examples/#webgl_pmrem_cubemap,primary,Core rendering infrastructure
PerspectiveCamera,webgl_pmrem_cubemap,https://threejs.org/examples/#webgl_pmrem_cubemap,primary,PerspectiveCamera view projection
CubeTextureLoader,webgl_pmrem_cubemap,https://threejs.org/examples/#webgl_pmrem_cubemap,primary,Loads CubeTexture format assets
PMREMGenerator,webgl_pmrem_cubemap,https://threejs.org/examples/#webgl_pmrem_cubemap,secondary,Pre-filtered mipmapped radiance environment map
WebGLRenderer,webgl_pmrem_equirectangular,https://threejs.org/examples/#webgl_pmrem_equirectangular,primary,Core rendering infrastructure
Scene,webgl_pmrem_equirectangular,https://threejs.org/examples/#webgl_pmrem_equirectangular,primary,Core rendering infrastructure
PerspectiveCamera,webgl_pmrem_equirectangular,https://threejs.org/examples/#webgl_pmrem_equirectangular,primary,PerspectiveCamera view projection
PMREMGenerator,webgl_pmrem_equirectangular,https://threejs.org/examples/#webgl_pmrem_equirectangular,secondary,Pre-filtered mipmapped radiance environment map
WebGLRenderer,webgl_pmrem_test,https://threejs.org/examples/#webgl_pmrem_test,primary,Core rendering infrastructure
Scene,webgl_pmrem_test,https://threejs.org/examples/#webgl_pmrem_test,primary,Core rendering infrastructure
PerspectiveCamera,webgl_pmrem_test,https://threejs.org/examples/#webgl_pmrem_test,primary,PerspectiveCamera view projection
PMREMGenerator,webgl_pmrem_test,https://threejs.org/examples/#webgl_pmrem_test,secondary,Pre-filtered mipmapped radiance environment map
WebGLRenderer,webgl_math_obb,https://threejs.org/examples/#webgl_math_obb,primary,Core rendering infrastructure
Scene,webgl_math_obb,https://threejs.org/examples/#webgl_math_obb,primary,Core rendering infrastructure
PerspectiveCamera,webgl_math_obb,https://threejs.org/examples/#webgl_math_obb,primary,PerspectiveCamera view projection
OBB,webgl_math_obb,https://threejs.org/examples/#webgl_math_obb,secondary,
WebGLRenderer,webgl_math_orientation_transform,https://threejs.org/examples/#webgl_math_orientation_transform,primary,Core rendering infrastructure
Scene,webgl_math_orientation_transform,https://threejs.org/examples/#webgl_math_orientation_transform,primary,Core rendering infrastructure
PerspectiveCamera,webgl_math_orientation_transform,https://threejs.org/examples/#webgl_math_orientation_transform,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_mesh_batch,https://threejs.org/examples/#webgl_mesh_batch,primary,Core rendering infrastructure
Scene,webgl_mesh_batch,https://threejs.org/examples/#webgl_mesh_batch,primary,Core rendering infrastructure
PerspectiveCamera,webgl_mesh_batch,https://threejs.org/examples/#webgl_mesh_batch,primary,PerspectiveCamera view projection
BatchedMesh,webgl_mesh_batch,https://threejs.org/examples/#webgl_mesh_batch,primary,Batched draw calls for mixed geometries
WebGLRenderer,webgl_mirror,https://threejs.org/examples/#webgl_mirror,primary,Core rendering infrastructure
Scene,webgl_mirror,https://threejs.org/examples/#webgl_mirror,primary,Core rendering infrastructure
PerspectiveCamera,webgl_mirror,https://threejs.org/examples/#webgl_mirror,primary,PerspectiveCamera view projection
Reflector,webgl_mirror,https://threejs.org/examples/#webgl_mirror,primary,Planar reflection
WebGLRenderer,webgl_modifier_curve,https://threejs.org/examples/#webgl_modifier_curve,primary,Core rendering infrastructure
Scene,webgl_modifier_curve,https://threejs.org/examples/#webgl_modifier_curve,primary,Core rendering infrastructure
PerspectiveCamera,webgl_modifier_curve,https://threejs.org/examples/#webgl_modifier_curve,primary,PerspectiveCamera view projection
CurveModifier,webgl_modifier_curve,https://threejs.org/examples/#webgl_modifier_curve,secondary,
WebGLRenderer,webgl_modifier_curve_instanced,https://threejs.org/examples/#webgl_modifier_curve_instanced,primary,Core rendering infrastructure
Scene,webgl_modifier_curve_instanced,https://threejs.org/examples/#webgl_modifier_curve_instanced,primary,Core rendering infrastructure
PerspectiveCamera,webgl_modifier_curve_instanced,https://threejs.org/examples/#webgl_modifier_curve_instanced,primary,PerspectiveCamera view projection
InstancedMesh,webgl_modifier_curve_instanced,https://threejs.org/examples/#webgl_modifier_curve_instanced,primary,GPU instanced rendering of identical geometries
CurveModifier,webgl_modifier_curve_instanced,https://threejs.org/examples/#webgl_modifier_curve_instanced,secondary,
WebGLRenderer,webgl_modifier_edgesplit,https://threejs.org/examples/#webgl_modifier_edgesplit,primary,Core rendering infrastructure
Scene,webgl_modifier_edgesplit,https://threejs.org/examples/#webgl_modifier_edgesplit,primary,Core rendering infrastructure
PerspectiveCamera,webgl_modifier_edgesplit,https://threejs.org/examples/#webgl_modifier_edgesplit,primary,PerspectiveCamera view projection
EdgeSplitModifier,webgl_modifier_edgesplit,https://threejs.org/examples/#webgl_modifier_edgesplit,secondary,
WebGLRenderer,webgl_modifier_simplifier,https://threejs.org/examples/#webgl_modifier_simplifier,primary,Core rendering infrastructure
Scene,webgl_modifier_simplifier,https://threejs.org/examples/#webgl_modifier_simplifier,primary,Core rendering infrastructure
PerspectiveCamera,webgl_modifier_simplifier,https://threejs.org/examples/#webgl_modifier_simplifier,primary,PerspectiveCamera view projection
SimplifyModifier,webgl_modifier_simplifier,https://threejs.org/examples/#webgl_modifier_simplifier,secondary,
WebGLRenderer,webgl_modifier_subdivision,https://threejs.org/examples/#webgl_modifier_subdivision,primary,Core rendering infrastructure
Scene,webgl_modifier_subdivision,https://threejs.org/examples/#webgl_modifier_subdivision,primary,Core rendering infrastructure
PerspectiveCamera,webgl_modifier_subdivision,https://threejs.org/examples/#webgl_modifier_subdivision,primary,PerspectiveCamera view projection
SubdivisionModifier,webgl_modifier_subdivision,https://threejs.org/examples/#webgl_modifier_subdivision,secondary,
WebGLRenderer,webgl_modifier_tessellation,https://threejs.org/examples/#webgl_modifier_tessellation,primary,Core rendering infrastructure
Scene,webgl_modifier_tessellation,https://threejs.org/examples/#webgl_modifier_tessellation,primary,Core rendering infrastructure
PerspectiveCamera,webgl_modifier_tessellation,https://threejs.org/examples/#webgl_modifier_tessellation,primary,PerspectiveCamera view projection
TessellateModifier,webgl_modifier_tessellation,https://threejs.org/examples/#webgl_modifier_tessellation,secondary,
WebGLRenderer,webgl_morphtargets,https://threejs.org/examples/#webgl_morphtargets,primary,Core rendering infrastructure
Scene,webgl_morphtargets,https://threejs.org/examples/#webgl_morphtargets,primary,Core rendering infrastructure
PerspectiveCamera,webgl_morphtargets,https://threejs.org/examples/#webgl_morphtargets,primary,PerspectiveCamera view projection
MorphTarget,webgl_morphtargets,https://threejs.org/examples/#webgl_morphtargets,secondary,
WebGLRenderer,webgl_morphtargets_face,https://threejs.org/examples/#webgl_morphtargets_face,primary,Core rendering infrastructure
Scene,webgl_morphtargets_face,https://threejs.org/examples/#webgl_morphtargets_face,primary,Core rendering infrastructure
PerspectiveCamera,webgl_morphtargets_face,https://threejs.org/examples/#webgl_morphtargets_face,primary,PerspectiveCamera view projection
MorphTarget,webgl_morphtargets_face,https://threejs.org/examples/#webgl_morphtargets_face,secondary,
WebGLRenderer,webgl_morphtargets_horse,https://threejs.org/examples/#webgl_morphtargets_horse,primary,Core rendering infrastructure
Scene,webgl_morphtargets_horse,https://threejs.org/examples/#webgl_morphtargets_horse,primary,Core rendering infrastructure
PerspectiveCamera,webgl_morphtargets_horse,https://threejs.org/examples/#webgl_morphtargets_horse,primary,PerspectiveCamera view projection
MorphTarget,webgl_morphtargets_horse,https://threejs.org/examples/#webgl_morphtargets_horse,secondary,
WebGLRenderer,webgl_morphtargets_sphere,https://threejs.org/examples/#webgl_morphtargets_sphere,primary,Core rendering infrastructure
Scene,webgl_morphtargets_sphere,https://threejs.org/examples/#webgl_morphtargets_sphere,primary,Core rendering infrastructure
PerspectiveCamera,webgl_morphtargets_sphere,https://threejs.org/examples/#webgl_morphtargets_sphere,primary,PerspectiveCamera view projection
MorphTarget,webgl_morphtargets_sphere,https://threejs.org/examples/#webgl_morphtargets_sphere,secondary,
WebGLRenderer,webgl_morphtargets_webcam,https://threejs.org/examples/#webgl_morphtargets_webcam,primary,Core rendering infrastructure
Scene,webgl_morphtargets_webcam,https://threejs.org/examples/#webgl_morphtargets_webcam,primary,Core rendering infrastructure
PerspectiveCamera,webgl_morphtargets_webcam,https://threejs.org/examples/#webgl_morphtargets_webcam,primary,PerspectiveCamera view projection
MorphTarget,webgl_morphtargets_webcam,https://threejs.org/examples/#webgl_morphtargets_webcam,secondary,
WebGLRenderer,webgl_multiple_elements,https://threejs.org/examples/#webgl_multiple_elements,primary,Core rendering infrastructure
Scene,webgl_multiple_elements,https://threejs.org/examples/#webgl_multiple_elements,primary,Core rendering infrastructure
PerspectiveCamera,webgl_multiple_elements,https://threejs.org/examples/#webgl_multiple_elements,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_multiple_elements_text,https://threejs.org/examples/#webgl_multiple_elements_text,primary,Core rendering infrastructure
Scene,webgl_multiple_elements_text,https://threejs.org/examples/#webgl_multiple_elements_text,primary,Core rendering infrastructure
PerspectiveCamera,webgl_multiple_elements_text,https://threejs.org/examples/#webgl_multiple_elements_text,primary,PerspectiveCamera view projection
TextGeometry,webgl_multiple_elements_text,https://threejs.org/examples/#webgl_multiple_elements_text,secondary,
WebGLRenderer,webgl_multiple_scenes_comparison,https://threejs.org/examples/#webgl_multiple_scenes_comparison,primary,Core rendering infrastructure
Scene,webgl_multiple_scenes_comparison,https://threejs.org/examples/#webgl_multiple_scenes_comparison,primary,Core rendering infrastructure
PerspectiveCamera,webgl_multiple_scenes_comparison,https://threejs.org/examples/#webgl_multiple_scenes_comparison,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_multiple_views,https://threejs.org/examples/#webgl_multiple_views,primary,Core rendering infrastructure
Scene,webgl_multiple_views,https://threejs.org/examples/#webgl_multiple_views,primary,Core rendering infrastructure
PerspectiveCamera,webgl_multiple_views,https://threejs.org/examples/#webgl_multiple_views,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_panorama_cube,https://threejs.org/examples/#webgl_panorama_cube,primary,Core rendering infrastructure
