name,source,category,subcategory,type,url,description,project_tags,domain_tags,production_ready,learning_value,blender_dep,sacred_circuits_relevance,priority_score,related_apis,example_count,notes
react-vis,awesome-js,Data Visualization,Charts,library,https://uber.github.io/react-vis/,React components for data visualization by Uber,Wall,charts|react|uber,0.7,0.6,0.0,0.3,0.76,,0,Uber's viz library
SoundJS,awesome-js,Audio,Audio Library,library,https://www.createjs.com/soundjs,Simple API for working with audio from CreateJS,Pantheon,audio|sound|createjs,0.7,0.6,0.0,0.5,0.76,,0,CreateJS audio module
Inferno,awesome-js,UI,Framework,library,https://infernojs.org/,Extremely fast React-like library,Wall,ui|react|performance|virtual-dom,0.7,0.6,0.0,0.3,0.76,,0,Performance-focused React clone
Selectize.js,awesome-js,Forms,Select,library,https://selectize.dev/,Customizable select and autocomplete control,Wall,forms|select|autocomplete|tags,0.7,0.6,0.0,0.3,0.76,,0,Hybrid textbox/select
AutoNumeric.js,awesome-js,Forms,Formatting,library,https://autonumeric.org/,Live currency and number formatting,Wall,forms|number|currency|formatting,0.7,0.6,0.0,0.3,0.76,,0,Number formatting for payments
Pace,awesome-js,UI,Progress,library,https://codebyzach.github.io/pace/,Automatic page load progress bar,Wall,progress|loading|automatic,0.7,0.6,0.0,0.3,0.76,,0,Auto page load progress
Tingle.js,awesome-js,UI,Modal,library,https://tingle.robinparisi.com/,2kB vanilla modal plugin,Wall,modal|lightweight|vanilla|responsive,0.7,0.6,0.0,0.3,0.76,,0,Tiny modal library
KeyboardJS,awesome-js,Utilities,Keyboard,library,https://robertwhurst.github.io/KeyboardJS/,Keyboard combo binding library,Wall,keyboard|combos|input,0.7,0.6,0.0,0.3,0.76,,0,Keyboard combo handling
SystemJS,awesome-js,Build Tools,Loader,library,https://github.com/systemjs/systemjs,Universal module loader,Infrastructure,loader|modules|dynamic|esm,0.7,0.6,0.0,0.3,0.76,,0,Dynamic module loader
QUnit,awesome-js,Testing,Unit,library,https://qunitjs.com/,Unit testing framework for JavaScript,Infrastructure,testing|unit|jquery,0.7,0.6,0.0,0.3,0.76,,0,jQuery test framework
Bluebird,awesome-js,Utilities,Promise,library,http://bluebirdjs.com/,Full-featured promise library with performance,Infrastructure,promise|async|performance,0.7,0.6,0.0,0.3,0.76,,0,High-performance promises
SuperAgent,awesome-js,HTTP,Client,library,https://github.com/ladjs/superagent,Lightweight HTTP request library,Infrastructure,http|request|fluent|node,0.7,0.6,0.0,0.3,0.76,,0,Fluent HTTP client
store.js,awesome-js,Utilities,Storage,library,https://github.com/marcuswestin/store.js,Cross-browser localStorage wrapper,Infrastructure,storage|localstorage|cross-browser,0.7,0.6,0.0,0.3,0.76,,0,Universal localStorage
Numeral.js,awesome-js,Utilities,Number,library,http://numeraljs.com/,Formatting and manipulating numbers,Wall,number|formatting|currency,0.7,0.6,0.0,0.3,0.76,,0,Number formatting
voca,awesome-js,Utilities,String,library,https://vocajs.com/,Ultimate string manipulation library,Infrastructure,string|manipulation|utility,0.7,0.6,0.0,0.3,0.76,,0,String utilities
he,awesome-js,Utilities,String,library,https://github.com/mathiasbynens/he,Robust HTML entity encoder/decoder,Infrastructure,html|entities|encoding|decoding,0.7,0.6,0.0,0.3,0.76,,0,HTML entity handling
URI.js,awesome-js,Utilities,String,library,https://medialize.github.io/URI.js/,JavaScript URL mutation library,Infrastructure,url|uri|mutation|parsing,0.7,0.6,0.0,0.3,0.76,,0,URL manipulation
diff2html,awesome-js,Utilities,Files,library,https://diff2html.xyz/,Git diff output parser and HTML generator,Infrastructure,diff|git|html|visualization,0.7,0.6,0.0,0.3,0.76,,0,Code diff visualization
Trumbowyg,awesome-js,Editors,Rich Text,library,https://alex-d.github.io/Trumbowyg/,Lightweight WYSIWYG editor,Wall,editor|wysiwyg|lightweight|jquery,0.7,0.6,0.0,0.3,0.76,,0,Minimal WYSIWYG
Summernote,awesome-js,Editors,Rich Text,library,https://summernote.org/,Super simple WYSIWYG editor,Wall,editor|wysiwyg|bootstrap|jquery,0.7,0.6,0.0,0.3,0.76,,0,Bootstrap WYSIWYG
Hexo,awesome-js,Utilities,CMS,library,https://hexo.io/,Fast simple powerful blog framework,Infrastructure,blog|static|generator|markdown,0.7,0.6,0.0,0.3,0.76,,0,Static site generator
loglevel,awesome-js,Utilities,Logging,library,https://github.com/pimterry/loglevel,Minimal logging with reliable log level methods,Infrastructure,logging|minimal|browser|levels,0.7,0.6,0.0,0.3,0.76,,0,Lightweight browser logger
Bunyan,awesome-js,Utilities,Logging,library,https://github.com/trentm/node-bunyan,Simple fast JSON logging for Node.js,Infrastructure,logging|json|node|streams,0.7,0.6,0.0,0.3,0.76,,0,JSON stream logger
bowser,awesome-js,Utilities,Browser,library,https://github.com/bowser-js/bowser,Browser detection library,Infrastructure,browser|detection|user-agent|parsing,0.7,0.6,0.0,0.3,0.76,,0,Browser feature detection
NodeGit,awesome-js,Utilities,Git,library,https://www.nodegit.org/,Native Node bindings to Git,Infrastructure,git|bindings|native|node,0.7,0.6,0.0,0.3,0.76,,0,Programmatic Git access
blessed,awesome-js,Utilities,Terminal,library,https://github.com/chjj/blessed,Curses-like library for terminal interfaces,Infrastructure,terminal|tui|curses|dashboard,0.7,0.6,0.0,0.3,0.76,,0,Terminal UI framework
Primus,awesome-js,HTTP,Realtime,library,https://github.com/primus/primus,Universal wrapper for real-time frameworks,Infrastructure,realtime|websocket|wrapper|universal,0.7,0.6,0.0,0.3,0.76,,0,Real-time abstraction layer
SocketCluster,awesome-js,HTTP,Realtime,library,https://socketcluster.io/,Highly scalable realtime microframework,Infrastructure,realtime|websocket|scalable|cluster,0.7,0.6,0.0,0.3,0.76,,0,Scalable WebSocket server
Meteor,awesome-js,UI,Full-Stack,library,https://www.meteor.com/,Ultra-simple full-stack JavaScript platform,Infrastructure,fullstack|realtime|database|reactive,0.7,0.6,0.0,0.3,0.76,,0,Full-stack reactive platform
CountUp.js,awesome-js,Animation,Number,library,https://inorganik.github.io/countUp.js/,Animating a numerical value by counting up,Wall,animation|number|counting|transition,0.7,0.6,0.0,0.3,0.76,,0,Number counting animation
Fitty,awesome-js,Typography,Responsive,library,https://rikschennink.github.io/fitty/,Snugly resize text to fit its parent,Wall,typography|responsive|fit|resize,0.7,0.6,0.0,0.3,0.76,,0,Auto-fit text
MediaStreamAudioDestinationNode,web-audio,Web Audio API,Destination,api,https://developer.mozilla.org/en-US/docs/Web/API/MediaStreamAudioDestinationNode,Routes audio output to a WebRTC MediaStream instead of speakers,Pantheon,,0.7,0.6,0.0,0.4,0.76,MediaStream|AudioContext,0,Could stream processed deity voice
ConstantSourceNode,web-audio,Web Audio API,Source Node,api,https://developer.mozilla.org/en-US/docs/Web/API/ConstantSourceNode,Outputs a constant value signal useful for automation,Orbs,,0.7,0.6,0.0,0.3,0.76,AudioScheduledSourceNode|AudioParam,0,Useful for controlling multiple params simultaneously
SoundJS,web-audio,Audio Library,Playback,library,https://createjs.com/soundjs,Audio management library from CreateJS suite for loading and managing sounds,Pantheon,,0.7,0.6,0.0,0.4,0.76,CreateJS|Web Audio API|HTML5 Audio,0,Part of CreateJS suite; good for asset management
Tone.AutoWah,web-audio,Tone.js,Effect,library,https://tonejs.github.io/docs/AutoWah,Envelope-following auto-wah filter effect,Orbs,,0.7,0.6,0.0,0.3,0.76,BiquadFilterNode|Tone.Filter,0,Creative voice effect option
Tone.FrequencyShifter,web-audio,Tone.js,Effect,library,https://tonejs.github.io/docs/FrequencyShifter,Shifts all frequencies by a fixed amount (not pitch-preserving),Orbs,,0.7,0.6,0.0,0.4,0.76,Tone.PitchShift|OscillatorNode,0,Alien/otherworldly sound design
AnimationAction,threejs-docs,Reference,Animation,api,https://threejs.org/docs/#api/en/animation/AnimationAction,,Pantheon,animation,1.0,0.7,0.8,0.5,0.75,,16,
AnimationClip,threejs-docs,Reference,Animation,api,https://threejs.org/docs/#api/en/animation/AnimationClip,,Pantheon,animation,1.0,0.7,0.8,0.5,0.75,AnimationMixer|KeyframeTrack|AnimationAction,16,
Bone,threejs-docs,Reference,Objects,api,https://threejs.org/docs/#api/en/objects/Bone,,Pantheon,animation|geometry,1.0,0.7,0.8,0.5,0.75,,7,
LOD,threejs-docs,Reference,Objects,api,https://threejs.org/docs/#api/en/objects/LOD,,Orbs,geometry,1.0,0.7,0.8,0.5,0.75,Mesh|Object3D|Camera,2,
Skeleton,threejs-docs,Reference,Objects,api,https://threejs.org/docs/#api/en/objects/Skeleton,,Constellation|Pantheon,animation|geometry,1.0,0.7,0.8,0.5,0.75,,7,
SkinnedMesh,threejs-docs,Reference,Objects,api,https://threejs.org/docs/#api/en/objects/SkinnedMesh,,Orbs,geometry,1.0,0.7,0.8,0.5,0.75,Skeleton|Bone|AnimationMixer,7,
DRACOLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/DRACOLoader,Addon/Example class,Orbs,loading,1.0,0.7,0.8,0.5,0.75,,12,Addon/Example class
FBXLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/FBXLoader,Addon/Example class,Pantheon,loading,1.0,0.7,0.8,0.5,0.75,GLTFLoader|OBJLoader|AnimationMixer,12,Addon/Example class
Dynamics.js,awesome-js,Animation,Physics,library,http://dynamicsjs.com/,Physics-based animations for interfaces,Orbs|Pantheon,animation|physics|spring,0.6,0.7,0.0,0.6,0.75,,0,Physics-based animation effects
Hyperapp,awesome-js,UI,Framework,library,https://github.com/hyperapp/hyperapp,1kb library for building frontend applications,Wall,ui|minimal|functional|virtual-dom,0.6,0.7,0.0,0.3,0.75,,0,Ultra-minimal framework
tracking.js,awesome-js,Image Processing,Vision,library,https://trackingjs.com/,Computer vision library for the web,Ritual|Pantheon,vision|tracking|face|color,0.6,0.7,0.0,0.5,0.75,,0,Face and color tracking
Cylon.js,awesome-js,Utilities,IoT,library,https://cylonjs.com/,Next-generation robotics framework,Orbs,robotics|iot|hardware|multiple,0.6,0.7,0.0,0.4,0.75,,0,Multi-platform robotics
VerbalExpressions,awesome-js,Utilities,RegExp,library,https://verbalexpressions.github.io/JSVerbalExpressions/,Construct regular expressions in readable code,Infrastructure,regex|builder|readable|utility,0.6,0.7,0.0,0.3,0.75,,0,Human-readable regex builder
Line2NodeMaterial,threejs-docs,Materials,Line,api,https://threejs.org/docs/#api/en/materials/Line2NodeMaterial,Node material for wide lines with Line2 addon,Constellation,line,0.7,0.6,0.1,0.5,0.74,,0,Node material for wide lines with Line2 addon
RenderTransitionPass,threejs-docs,Addons,Postprocessing,api,https://threejs.org/docs/#examples/en/postprocessing/RenderTransitionPass,Transition effect between two scenes,Pantheon|Orbs,postprocessing,0.7,0.6,0.1,0.5,0.74,,0,Transition effect between two scenes
WebGPU,threejs-docs,Addons,Capabilities,api,https://threejs.org/docs/#examples/en/capabilities/WebGPU,WebGPU feature detection and capability checking,Orbs,capabilities,0.7,0.6,0.1,0.5,0.74,,0,WebGPU feature detection and capability checking
ConvNetJS,awesome-js,Machine Learning,Neural Network,library,https://cs.stanford.edu/people/karpathy/convnetjs/,Deep learning in JavaScript browser,Infrastructure,ml|neural-network|deep-learning|browser,0.5,0.8,0.0,0.3,0.74,,0,Browser neural networks
DirectionalLightHelper,threejs-docs,Reference,Helpers,api,https://threejs.org/docs/#api/en/helpers/DirectionalLightHelper,,Constellation,lighting,0.6,0.7,0.1,0.5,0.73,,2,
HemisphereLightHelper,threejs-docs,Reference,Helpers,api,https://threejs.org/docs/#api/en/helpers/HemisphereLightHelper,,Constellation|Orbs,lighting|math,0.6,0.7,0.1,0.5,0.73,,2,
PointLightHelper,threejs-docs,Reference,Helpers,api,https://threejs.org/docs/#api/en/helpers/PointLightHelper,,Constellation,lighting,0.6,0.7,0.1,0.5,0.73,,2,
SpotLightHelper,threejs-docs,Reference,Helpers,api,https://threejs.org/docs/#api/en/helpers/SpotLightHelper,,Constellation,lighting,0.6,0.7,0.1,0.5,0.73,,2,
LightProbeHelper,threejs-docs,Addons,Helpers,api,https://threejs.org/docs/#examples/en/helpers/LightProbeHelper,Addon/Example class,Constellation,lighting,0.6,0.7,0.1,0.5,0.73,,2,Addon/Example class
RectAreaLightHelper,threejs-docs,Addons,Helpers,api,https://threejs.org/docs/#examples/en/helpers/RectAreaLightHelper,Addon/Example class,Constellation|Ritual,lighting|xr,0.6,0.7,0.1,0.5,0.73,,2,Addon/Example class
SSGINode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/SSGINode,Three.js Shader Language node,Orbs,postprocessing,0.6,0.7,0.1,0.5,0.73,,19,Three.js Shader Language node
SSSNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/SSSNode,Three.js Shader Language node,Orbs,postprocessing,0.6,0.7,0.1,0.5,0.73,,19,Three.js Shader Language node
DepthOfFieldNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/DepthOfFieldNode,Three.js Shader Language node,Orbs,materials|postprocessing|textures,0.6,0.7,0.1,0.5,0.73,,19,Three.js Shader Language node
GodraysNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/GodraysNode,Three.js Shader Language node,Orbs,math|postprocessing,0.6,0.7,0.1,0.5,0.73,,19,Three.js Shader Language node
AfterImageNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/AfterImageNode,Three.js Shader Language node,Orbs,postprocessing,0.6,0.7,0.1,0.5,0.73,,19,Three.js Shader Language node
AnamorphicNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/AnamorphicNode,Three.js Shader Language node,Orbs|Pantheon,animation|postprocessing,0.6,0.7,0.1,0.5,0.73,,2,Three.js Shader Language node
ChromaticAberrationNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/ChromaticAberrationNode,Three.js Shader Language node,Orbs,postprocessing,0.6,0.7,0.1,0.5,0.73,,2,Three.js Shader Language node
LensflareNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/LensflareNode,Three.js Shader Language node,Ritual,lighting|postprocessing|xr,0.6,0.7,0.1,0.5,0.73,,2,Three.js Shader Language node
OutlineNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/OutlineNode,Three.js Shader Language node,Constellation,postprocessing,0.6,0.7,0.1,0.5,0.73,,2,Three.js Shader Language node
SobelOperatorNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/SobelOperatorNode,Three.js Shader Language node,Orbs,postprocessing,0.6,0.7,0.1,0.5,0.73,,2,Three.js Shader Language node
TRAANode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/TRAANode,Three.js Shader Language node,Orbs,postprocessing,0.6,0.7,0.1,0.5,0.73,,2,Three.js Shader Language node
SMAANode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/SMAANode,Three.js Shader Language node,Orbs,postprocessing,0.6,0.7,0.1,0.5,0.73,,2,Three.js Shader Language node
Backbone.js,awesome-js,UI,Framework,library,https://backbonejs.org/,MVC framework giving structure to JS apps,Wall,ui|mvc|models|events,0.7,0.5,0.0,0.3,0.73,,0,Legacy MVC framework
sprintf.js,awesome-js,Utilities,String,library,https://github.com/alexei/sprintf.js,sprintf implementation for JavaScript,Infrastructure,string|formatting|printf,0.7,0.5,0.0,0.3,0.73,,0,String formatting
MediaStreamTrackAudioSourceNode,web-audio,Web Audio API,Source Node,api,https://developer.mozilla.org/en-US/docs/Web/API/MediaStreamTrackAudioSourceNode,Audio source from a specific MediaStreamTrack,Pantheon,,0.7,0.5,0.0,0.4,0.73,MediaStreamTrack|AudioContext,0,More specific than MediaStreamAudioSourceNode
AudioWorkletGlobalScope,web-audio,Web Audio API,Custom Processing,api,https://developer.mozilla.org/en-US/docs/Web/API/AudioWorkletGlobalScope,Global scope available inside AudioWorklet processing code,Orbs,,0.7,0.5,0.0,0.3,0.73,AudioWorkletProcessor|AudioWorkletNode,0,Infrastructure for worklet registration
Chartist.js,awesome-js,Data Visualization,Charts,library,https://gionkunz.github.io/chartist-js/,Simple responsive chart library built with SVG,Wall,charts|svg|responsive,0.6,0.6,0.0,0.3,0.72,,0,Lightweight charts
AlloyFinger,awesome-js,Animation,Gesture,library,https://github.com/AlioyTeam/AlloyFinger,Smooth animations and gesture support,Ritual,animation|gesture|touch,0.6,0.6,0.0,0.5,0.72,,0,Touch gesture animations
Sugar,awesome-js,Utilities,General,library,https://sugarjs.com/,JavaScript utility library for native objects,Infrastructure,utility|native|extension,0.6,0.6,0.0,0.3,0.72,,0,Native object extensions
NeDB,awesome-js,Utilities,Storage,library,https://github.com/louischatriot/nedb,Embedded persistent database for browser/Electron,Infrastructure,database|embedded|lightweight|mongodb,0.6,0.6,0.0,0.3,0.72,,0,Embedded MongoDB-like DB
Labella.js,awesome-js,UI,Timeline,library,https://twitter.github.io/labella.js/,Timeline label layout by Twitter,Wall|Constellation,timeline|labels|layout|svg,0.6,0.6,0.0,0.4,0.72,,0,Smart timeline label positioning
CamanJS,awesome-js,Image Processing,Canvas,library,http://camanjs.com/,Canvas image manipulation with filters,Wall,image|canvas|filters|manipulation,0.6,0.6,0.0,0.3,0.72,,0,Image filter effects
Vorpal,awesome-js,Utilities,CLI,library,https://vorpal.js.org/,Framework for building interactive CLIs,Infrastructure,cli|interactive|framework|repl,0.6,0.6,0.0,0.3,0.72,,0,Interactive CLI framework
ESDoc,awesome-js,Build Tools,Documentation,library,https://esdoc.org/,Good documentation generator for JavaScript,Infrastructure,documentation|esdoc|generator,0.6,0.6,0.0,0.3,0.72,,0,ES6 documentation
Interpolations,threejs-docs,Extras,Utilities,api,https://threejs.org/docs/#api/en/extras/Interpolations,Bezier and Catmull-Rom interpolation functions,Constellation|Orbs,utilities,0.7,0.5,0.1,0.5,0.71,,0,Bezier and Catmull-Rom interpolation functions
DotScreenPass,threejs-docs,Addons,Postprocessing,api,https://threejs.org/docs/#examples/en/postprocessing/DotScreenPass,Halftone dot screen effect,Orbs|Wall,postprocessing,0.7,0.5,0.1,0.5,0.71,,0,Halftone dot screen effect
MaskPass,threejs-docs,Addons,Postprocessing,api,https://threejs.org/docs/#examples/en/postprocessing/MaskPass,Applies stencil mask from a scene,Orbs,postprocessing,0.7,0.5,0.1,0.5,0.71,,0,Applies stencil mask from a scene
FullScreenQuad,threejs-docs,Addons,Postprocessing,api,https://threejs.org/docs/#examples/en/postprocessing/FullScreenQuad,Helper for rendering full-screen quads in passes,Orbs,postprocessing,0.7,0.5,0.1,0.5,0.71,,0,Helper for rendering full-screen quads in passes
AnimationPathHelper,threejs-docs,Addons,Helpers,api,https://threejs.org/docs/#examples/en/helpers/AnimationPathHelper,Visualizes animation motion paths,Pantheon|Constellation,helpers,0.7,0.5,0.1,0.5,0.71,,0,Visualizes animation motion paths
Capsule,threejs-docs,Addons,Math,api,https://threejs.org/docs/#examples/en/math/Capsule,Capsule primitive for collision testing,Ritual,math,0.7,0.5,0.1,0.5,0.71,,0,Capsule primitive for collision testing
ColorConverter,threejs-docs,Addons,Math,api,https://threejs.org/docs/#examples/en/math/ColorConverter,Converts between color spaces (HSL/HSV/RGB),Orbs|Wall,math,0.7,0.5,0.1,0.5,0.71,,0,Converts between color spaces (HSL/HSV/RGB)
